"argument_id","frame_id","frame","topic_id","topic","premise","stance","conclusion","conclusion_hash","premise_hash"
"7368","79","sexuality","751","Infant male circumcision","The foreskin has numerous protective, sensory, and sexual functions[...] Erogenous Sensitivity: The foreskin is as sensitive as the fingertips or the lips of the mouth. It contains a richer variety and greater concentration of specialized nerve receptors than any other part of the penis.15 These specialized nerve endings can discern motion, subtle changes in temperature, and fine gradations of texture.","Con","Foreskin is important to sexual intercourse and pleasure","0abc4a0aee127c0f1e42a2d16b3e52e4","ffe01967ba5b258c1d06d70742211dc0"
"469","79","sexuality","27","Adult male circumcision","Circumcision denudes: Depending on the amount of skin cut off, circumcision robs a male of as much as 80 percent or more of his penile skin. Depending on the foreskin's length, cutting it off makes the penis as much as 25 percent or more shorter. Careful anatomical investigations have shown that circumcision cuts off more than 3 feet of veins, arteries, and capillaries, 240 feet of nerves, and more than 20,000 nerve endings.31 The foreskin's muscles, glands, mucous membrane, and epithelial tissue are destroyed, as well.","Con","Circumcision shortens the penis.","b3d8947e840596fab4677b8dab1669f9","ef50308e65dacbbfeb54134782d90730"
"459","79","sexuality","27","Adult male circumcision","A number of studies have found that circumcised males have greater stamina (or lower rates of premature ejaculation) than uncircumcised men. The longer a man can last, the more likely he is to cause a women to orgasm or orgasm multiple times. This is more gratifying for men.","Pro","Circumcision increases sexual stamina and satisfaction","4485d086177524ef078b0d6e9e77a9ad","84f8ea01f35470fa15d938a3dac45e5e"
"468","79","sexuality","27","Adult male circumcision","These nerve endings allow a man to modulate his sexual experience. Without them, a man may feel pleasure, but, without warning, reaches ejaculation quickly. The greatest complaint of circumcised males is premature ejaculation.","Con","Circumcision impairs sensing and avoiding premature ejaculation.","58e930d99512f3a4ac1c7dfe996dee69","b9386afa17c5e5ec8b044bfaff3a5238"
"7372","79","sexuality","751","Infant male circumcision","Circumcision disrupts circulation: Circumcision interrupts the normal circulation of blood throughout the penile skin system and glans. The blood flowing into major penile arteries is obstructed by the line of scar tissue at the point of incision, creating backflow instead of feeding the branches and capillary networks beyond the scar. Deprived of blood, the meatus may contract and scarify, obstructing the flow of urine.35 This condition, known as meatal stenosis, often requires corrective surgery. Meatal stenosis is found almost exclusively among boys who have been circumcised.[...]Circumcision also severs the lymph vessels, interrupting the circulation of lymph and sometimes causing lymphedema, a painful, disfiguring condition in which the remaining skin of the penis swells with trapped lymph fluid.","Con","Circumcision can cause male impotency","726177c17f1876967153ee95567514a7","c580b3fab7de9b35305202dd3e9ecd2a"
"12827","83","religion","1669","Turkey EU membership","Europe is seen as a Christian club in many ways. This is, in most ways, contrary to modern principles of diversity, integration, and mutual understanding. If religious diversity is seen as a desirable objective in itself, Turkey's membership will help in its realization.","Pro","Turkey's EU admission would provide religious balance in Europe.","1e5269dc02c9a2d2c18689b7fcbd500a","577341250f8b58937a7c5e289e64f5c9"
"8395","83","religion","880","Legalization of adult incest","Religion also does not provide a viable rationale for incest prohibitions. Based on current Establishment Clause doctrine, a predominant religious purpose would render incest prohibitions constitutionally invalid, 33 especially because those prohibitions trench on constitutionally protected activities such as marriage and sexual intimacy.34","Pro","Religion should have no role in incest law","d86092f70b0959f45d71679007a491b4","2caf9710e23e5f34be3bc22a32f00a11"
"3878","83","religion","389","Death penalty","If anyone kills another, the murderer shall be put to death on the evidence of witnesses; but no one shall be put to death on the testimony of a single witness. Moreover you shall accept no ransom for the life of a murderer who is subject to the death penalty; a murderer must be put to death...You shall not pollute the land in which you live; for blood pollutes the land, and no expiation can be made for the land, for the blood that is shed in it, except by the blood of the one who shed it.","Pro","Numbers 35:30,31,33","880b3f62408f216c5d86d4726377db7a","f6325a415922e01d0afde800002d61b0"
"6013","83","religion","643","Gay marriage","The state has an institution of it's own called the ""Civil Union"". The state should recognize civil unions between same sex couples, since they should be afforded the same rights under government as any other partnership (i.e. marriage). The idea of marriage should be defined only in the context of religious beliefs, and the state should not have any power over what the church deems as appropriate or inappropriate.","Con","Churches should not have to offer gay marriage.","d49831a678d8e54ab1fa0b10601e9390","60cba8db69d3a5c8e2e65a44e337fd24"
"6953","83","religion","719","Homosexuality","Buddhism has many sects that celebrate gay relationships freely and encourage legal marriages. At the 1996 Unitarian Universalist General Assembly, delegates voted overwhelmingly that because of ""the inherent worth and dignity of every person"", same-sex couples should have the same freedom to marry as other couples. America's Reform Jewish rabbis gave their formal, theological blessing on same-sex marriage in 2000. Jews in general  - ""As the most liberal group of whites in America, Jews already support laws protecting homosexuals from discrimination in housing, employment, and other aspects of public life.""","Pro","Many faiths welcome homosexuality.","707c7d1defbc73f8f2dbd3e4a0dad70d","b492b7d69af1c53fa59644fdb310cac9"
"3890","83","religion","389","Death penalty","In spite of a common assumption to the contrary, 'an eye for an eye and a tooth for a tooth,' does not give justification for the imposing of the penalty of death. Jesus explicitly repudiated retaliation (Matthew 5:38-39), and the Talmud denies its literal meaning and holds that it refers to financial indemnities. Christ came among us and suffered death. Christ also rose to new life for the sake of all. His suffering, death, and resurrection brought a new dimension to human life, the possibility of reconciliation with God through repentance. This gift is offered to all without exception, and human life was given new dignity and sacredness through it. The death penalty, however, denies Christ's power to transform and restore all human beings. In the New Testament, when a woman having committed a crime was brought before Jesus, He persisted in questioning her accusers, so that they walked away (John 8:1-11).","Con","Bible's ""an eye for an eye"" does not support death penalty","3c951797aac5eab4eb04da434e501836","a2f967df548dc3793feeb739466ca8d9"
"4665","83","religion","503","Education vouchers","The inclusion in 1998 of religious private schools in the Milwaukee voucher program led to more than a three-fold increase in the number of private schools and almost a four-fold increase in the number of choice students, and to a further improvement of the public schools.","Pro","Vouchers for religious schools increase competition across system.","c0dffeb56b4041da063caa0b6ef3dfb2","b7f69ebff0fca97ae8f2f6a7ff9331ae"
"7394","83","religion","751","Infant male circumcision","Foreskin has many important functions, and is a gift from natural evolution. God or nature intended for humans to have foreskin. Why would he alter these plans?","Con","Foreskin is a brilliant gift from nature and/or God.","a4ad6321920b399b4c0740f8b34a2a0f","be1372eb44603ccbfbd5397db7243759"
"12831","83","religion","1669","Turkey EU membership","If there is a general feeling of Islamophobia among European heads of state and at the Commission then that's unacceptable and needs to change. A date must be set for consideration of their inclusion so that the issue can gain broader exposure and generate more opinions.","Con","Turkey EU membership should have nothing to do with religion.","25ab11024549cf62f3c0065a98e9ca6d","d2d9c33257fcc556a29d0e0c21083d29"
